state,state_code,county_code,county,date,timezone,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,damage,f_scale,length,width,latitude,longitude
ILLINOIS,17,49,EFFINGHAM,17-NOV-13 12:28:00,CST-6,0,0,0,0,400.00K,EF1,2.9,100,39.07,-88.81
ILLINOIS,17,139,MOULTRIE,17-NOV-13 12:30:00,CST-6,0,0,0,0,860.00K,EF1,7.02,440,39.75,-88.6
ILLINOIS,17,41,DOUGLAS,17-NOV-13 12:37:00,CST-6,0,0,0,0,825.00K,EF1,3.52,440,39.78,-88.47
ILLINOIS,17,197,WILL,17-NOV-13 12:42:00,CST-6,0,0,0,0,750.00K,EF2,5.21,200,41.41,-87.93
ILLINOIS,17,41,DOUGLAS,17-NOV-13 12:44:00,CST-6,0,0,0,0,1.20M,EF3,8.04,440,39.84,-88.33
ILLINOIS,17,19,CHAMPAIGN,17-NOV-13 12:45:00,CST-6,6,0,0,0,60.00M,EF3,14.67,880,40.24,-88.17
ILLINOIS,17,41,DOUGLAS,17-NOV-13 12:46:00,CST-6,0,0,0,0,220.00K,EF1,4.51,440,39.83,-88.27
ILLINOIS,17,19,CHAMPAIGN,17-NOV-13 12:52:00,CST-6,0,0,0,0,800.00K,EF2,10.7,440,39.88,-88.19
ILLINOIS,17,91,KANKAKEE,17-NOV-13 13:00:00,CST-6,0,0,0,0,0.00K,EF1,0.05,75,41.3,-87.55
ILLINOIS,17,183,VERMILION,17-NOV-13 13:00:00,CST-6,0,0,0,0,2.50M,EF2,14.16,440,40.35,-87.93
ILLINOIS,17,197,WILL,17-NOV-13 13:01:00,CST-6,0,0,0,0,100.00K,EF1,0.11,150,41.3,-87.55
ILLINOIS,17,183,VERMILION,17-NOV-13 13:03:00,CST-6,1,0,0,0,9.50M,EF2,19.68,440,39.94,-87.9
ILLINOIS,17,81,JEFFERSON,17-NOV-13 13:05:00,CST-6,0,0,0,0,3.00K,EF1,0.15,25,38.28,-88.76
ILLINOIS,17,191,WAYNE,17-NOV-13 13:08:00,CST-6,0,0,0,0,150.00K,EF2,9.48,150,38.37,-88.53
ILLINOIS,17,75,IROQUOIS,17-NOV-13 13:14:00,CST-6,0,0,0,0,0.00K,EF0,1,100,40.49,-87.73
ILLINOIS,17,75,IROQUOIS,17-NOV-13 13:19:00,CST-6,0,0,0,0,20.00K,EF0,4.52,75,40.52,-87.67
ILLINOIS,17,191,WAYNE,17-NOV-13 13:29:00,CST-6,0,0,0,0,10.00K,EF1,1.03,100,38.42,-88.17
ILLINOIS,17,47,EDWARDS,17-NOV-13 13:31:00,CST-6,0,0,0,0,200.00K,EF2,6.83,300,38.43,-88.15
ILLINOIS,17,47,EDWARDS,17-NOV-13 13:33:00,CST-6,0,0,0,0,150.00K,EF2,4.14,100,38.42,-88.15
ILLINOIS,17,185,WABASH,17-NOV-13 13:44:00,CST-6,1,0,0,0,250.00K,EF2,10.28,225,38.49,-87.92
ILLINOIS,17,127,MASSAC,17-NOV-13 14:20:00,CST-6,33,0,3,0,5.50M,EF3,7.77,500,37.12,-88.64
ILLINOIS,17,151,POPE,17-NOV-13 14:26:00,CST-6,0,0,0,0,500.00K,EF2,3.3,300,37.12,-88.5
INDIANA,18,117,ORANGE,30-JAN-13 01:47:00,EST-5,0,0,0,0,25.00K,EF0,0.37,75,38.61,-86.61
INDIANA,18,61,HARRISON,30-JAN-13 04:17:00,EST-5,0,0,0,0,40.00K,EF0,0.44,215,38.12,-85.91
INDIANA,18,167,VIGO,09-MAY-13 19:14:00,EST-5,0,0,0,0,2.00K,EF0,0.14,20,39.38,-87.41
INDIANA,18,167,VIGO,09-MAY-13 19:24:00,EST-5,0,0,0,0,1.50K,EF0,0.15,20,39.39,-87.31
INDIANA,18,133,PUTNAM,21-MAY-13 01:29:00,EST-5,0,0,0,0,45.00K,EF0,1.05,100,39.85,-86.73
INDIANA,18,63,HENDRICKS,21-MAY-13 01:34:00,EST-5,0,0,0,0,10.00K,EF0,0.13,30,39.87,-86.67
INDIANA,18,7,BENTON,31-MAY-13 19:30:00,EST-5,0,0,0,0,0.00K,EF0,0.5,20,40.54,-87.2
INDIANA,18,125,PIKE,26-JUN-13 18:16:00,EST-5,0,0,0,0,20.00K,EF1,0.59,75,38.45,-87.1
INDIANA,18,123,PERRY,26-JUN-13 20:29:00,EST-5,0,0,0,0,200.00K,EF1,5.26,100,,
INDIANA,18,103,MIAMI,10-JUL-13 12:28:00,EST-5,2,0,0,0,0.00K,EF1,3.47,200,40.75,-86.11
INDIANA,18,111,NEWTON,17-NOV-13 13:27:00,CST-6,0,0,0,0,250.00K,EF0,2.16,100,40.76,-87.3
INDIANA,18,73,JASPER,17-NOV-13 13:29:00,CST-6,0,0,0,0,75.00K,EF1,3.36,100,40.78,-87.27
INDIANA,18,73,JASPER,17-NOV-13 13:50:00,CST-6,0,0,0,0,150.00K,EF1,10.24,100,40.97,-87.12
INDIANA,18,131,PULASKI,17-NOV-13 14:03:00,CST-6,0,0,0,0,0.00K,EF1,13.18,100,41.08,-86.89
INDIANA,18,165,VERMILLION,17-NOV-13 14:22:00,EST-5,0,0,0,0,300.00K,EF2,4.21,150,40.1,-87.53
INDIANA,18,171,WARREN,17-NOV-13 14:25:00,EST-5,0,0,0,0,15.00K,EF2,1.73,150,40.13,-87.46
INDIANA,18,45,FOUNTAIN,17-NOV-13 14:32:00,EST-5,0,0,0,0,175.00K,EF2,10.31,75,40.12,-87.25
INDIANA,18,7,BENTON,17-NOV-13 14:40:00,EST-5,0,0,0,0,50.00K,EF1,2.89,100,40.56,-87.15
INDIANA,18,107,MONTGOMERY,17-NOV-13 14:42:00,EST-5,0,0,0,0,1.00K,EF2,0.59,75,40.21,-87.09
INDIANA,18,181,WHITE,17-NOV-13 14:43:00,EST-5,0,0,0,0,0.00K,EF2,9.1,1200,40.57,-87.1
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:43:00,EST-5,0,0,0,0,10.00K,EF2,1.83,75,40.21,-87.08
INDIANA,18,107,MONTGOMERY,17-NOV-13 14:47:00,EST-5,0,0,0,0,30.00K,EF1,1.78,40,40.17,-86.96
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:47:00,EST-5,0,0,0,0,18.00K,EF1,3.89,50,40.5,-87.08
INDIANA,18,181,WHITE,17-NOV-13 14:51:00,EST-5,0,0,0,0,0.00K,EF2,4.15,300,40.69,-86.88
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:51:00,EST-5,0,0,0,0,21.00K,EF0,0.25,50,40.3,-86.92
INDIANA,18,181,WHITE,17-NOV-13 14:52:00,EST-5,0,0,0,0,0.00K,EF2,9.23,900,40.56,-87.08
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:52:00,EST-5,0,0,0,0,125.00K,EF2,3.1,75,40.3,-86.95
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:54:00,EST-5,0,0,0,0,750.00K,EF3,8.69,100,40.35,-86.83
INDIANA,18,83,KNOX,17-NOV-13 14:56:00,EST-5,1,0,0,0,75.00K,EF2,8.81,100,38.54,-87.61
INDIANA,18,157,TIPPECANOE,17-NOV-13 14:56:00,EST-5,0,0,0,0,10.00K,EF1,2.87,35,40.29,-86.81
INDIANA,18,23,CLINTON,17-NOV-13 15:04:00,EST-5,0,0,0,0,5.00K,EF0,3.4,100,40.41,-86.69
INDIANA,18,15,CARROLL,17-NOV-13 15:06:00,EST-5,0,0,0,0,30.00K,EF1,16.44,100,40.43,-86.63
INDIANA,18,181,WHITE,17-NOV-13 15:07:00,EST-5,0,0,0,0,0.00K,EF1,0.81,150,40.82,-86.59
INDIANA,18,23,CLINTON,17-NOV-13 15:13:00,EST-5,0,0,0,0,60.00K,EF2,7,150,40.33,-86.39
INDIANA,18,17,CASS,17-NOV-13 15:17:00,EST-5,0,0,0,0,0.00K,EF2,9.38,100,40.56,-86.37
INDIANA,18,67,HOWARD,17-NOV-13 15:19:00,EST-5,0,0,0,0,300.00K,EF2,18.44,150,40.38,-86.28
INDIANA,18,17,CASS,17-NOV-13 15:20:00,EST-5,0,0,0,0,0.00K,EF0,1.13,150,40.73,-86.39
INDIANA,18,27,DAVIESS,17-NOV-13 15:20:00,EST-5,0,0,0,0,100.00K,EF2,2.8,125,38.64,-87.22
INDIANA,18,67,HOWARD,17-NOV-13 15:29:00,EST-5,5,0,0,0,75.00K,EF2,0.48,75,40.46,-86.13
INDIANA,18,103,MIAMI,17-NOV-13 15:30:00,EST-5,0,0,0,0,0.00K,EF1,2.87,250,40.69,-86.12
INDIANA,18,11,BOONE,17-NOV-13 15:36:00,EST-5,2,0,0,0,200.00K,EF2,3.67,75,40.02,-86.53
INDIANA,18,85,KOSCIUSKO,17-NOV-13 15:38:00,EST-5,0,0,0,0,0.00K,EF1,1.05,250,41.17,-85.99
INDIANA,18,53,GRANT,17-NOV-13 15:42:00,EST-5,0,0,0,0,0.00K,EF2,11.62,700,40.55,-85.84
INDIANA,18,169,WABASH,17-NOV-13 15:43:00,EST-5,0,0,0,0,0.00K,EF2,0.67,150,41.04,-85.89
INDIANA,18,85,KOSCIUSKO,17-NOV-13 15:44:00,EST-5,0,0,0,0,0.00K,EF2,3.47,150,41.04,-85.88
INDIANA,18,11,BOONE,17-NOV-13 15:46:00,EST-5,0,0,0,0,10.00K,EF1,3.62,33,40.08,-86.38
INDIANA,18,169,WABASH,17-NOV-13 15:52:00,EST-5,0,0,0,0,0.00K,EF2,0.13,700,40.65,-85.67
INDIANA,18,85,KOSCIUSKO,17-NOV-13 15:54:00,EST-5,0,0,0,0,0.00K,EF1,1.65,275,41.3,-85.8
INDIANA,18,53,GRANT,17-NOV-13 15:55:00,EST-5,0,0,0,0,0.00K,EF0,0.04,20,40.51,-85.72
INDIANA,18,93,LAWRENCE,17-NOV-13 15:57:00,EST-5,0,0,0,0,70.00K,EF1,1.27,50,38.87,-86.51
INDIANA,18,57,HAMILTON,17-NOV-13 16:05:00,EST-5,0,0,0,0,40.00K,EF1,1.22,125,40.21,-86.03
INDIANA,18,159,TIPTON,17-NOV-13 16:07:00,EST-5,0,0,0,0,5.00K,EF1,0.68,125,40.22,-86.01
IOWA,19,49,DALLAS,19-MAY-13 17:32:00,CST-6,0,0,0,0,4.00K,EF0,2.08,100,41.59,-94.07
IOWA,19,49,DALLAS,19-MAY-13 17:45:00,CST-6,0,0,0,0,50.00K,EF1,1.43,100,41.67,-93.91
IOWA,19,153,POLK,19-MAY-13 18:07:00,CST-6,0,0,0,0,75.00K,EF1,4.25,150,41.85,-93.67
IOWA,19,169,STORY,19-MAY-13 18:11:00,CST-6,0,0,0,0,15.00K,EF0,0.46,100,41.86,-93.59
IOWA,19,159,RINGGOLD,26-MAY-13 18:23:00,CST-6,0,0,0,0,0.00K,EF0,0.12,30,40.79,-94.37
IOWA,19,43,CLAYTON,29-MAY-13 16:46:00,CST-6,0,0,0,0,20.00K,EF0,4.82,10,42.87,-91.22
IOWA,19,139,MUSCATINE,30-MAY-13 15:10:00,CST-6,0,0,0,0,25.00K,EF1,2.43,100,41.37,-91.35
IOWA,19,163,SCOTT,30-MAY-13 15:45:00,CST-6,0,0,0,0,100.00K,EF1,2.71,150,41.45,-90.72
IOWA,19,67,FLOYD,31-MAY-13 17:09:00,CST-6,0,0,0,0,0.00K,EF0,0.18,10,43.17,-92.73
IOWA,19,197,WRIGHT,12-JUN-13 15:08:00,CST-6,0,0,0,0,500.00K,EF3,6.2,200,42.88,-93.68
IOWA,19,197,WRIGHT,12-JUN-13 15:19:00,CST-6,0,0,0,0,20.00K,EF1,5,125,42.85,-93.6
IOWA,19,197,WRIGHT,12-JUN-13 15:21:00,CST-6,0,0,0,0,0.00K,EF0,1.13,50,42.87,-93.66
IOWA,19,69,FRANKLIN,12-JUN-13 15:32:00,CST-6,0,0,0,0,300.00K,EF2,5.2,300,42.82,-93.47
IOWA,19,69,FRANKLIN,12-JUN-13 15:46:00,CST-6,0,0,0,0,50.00K,EF1,3.43,75,42.79,-93.33
IOWA,19,69,FRANKLIN,12-JUN-13 15:53:00,CST-6,0,0,0,0,0.00K,EF0,1.26,125,42.79,-93.29
IOWA,19,69,FRANKLIN,12-JUN-13 15:56:00,CST-6,0,0,0,0,10.00K,EF0,1.11,50,42.78,-93.23
IOWA,19,139,MUSCATINE,24-JUN-13 14:08:00,CST-6,0,0,1,0,500.00K,EF1,6.5,100,41.45,-91.08
IOWA,19,187,WEBSTER,26-JUN-13 11:41:00,CST-6,0,0,0,0,0.00K,EF0,0.67,30,42.61,-94.05
IOWA,19,133,MONONA,04-OCT-13 17:02:00,CST-6,0,0,0,0,0.00K,EF2,4.89,250,42.15,-96.33
IOWA,19,193,WOODBURY,04-OCT-13 17:13:00,CST-6,0,0,0,0,400.00K,EF2,14.38,264,42.21,-96.28
IOWA,19,193,WOODBURY,04-OCT-13 17:17:00,CST-6,0,0,0,0,20.00K,EF1,1.17,100,42.22,-96.26
IOWA,19,193,WOODBURY,04-OCT-13 17:35:00,CST-6,0,0,0,0,2.00M,EF4,22.66,2600,42.33,-96.11
IOWA,19,149,PLYMOUTH,04-OCT-13 17:41:00,CST-6,0,0,0,0,0.00K,EF0,1.72,400,42.63,-96.52
IOWA,19,149,PLYMOUTH,04-OCT-13 17:50:00,CST-6,0,0,0,0,,EF1,1.11,100,42.68,-96.45
IOWA,19,149,PLYMOUTH,04-OCT-13 17:55:00,CST-6,0,0,0,0,0.00K,EF0,1.28,50,42.75,-96.38
IOWA,19,35,CHEROKEE,04-OCT-13 18:10:00,CST-6,0,0,0,0,10.00K,EF1,2.04,1300,42.56,-95.79
IOWA,19,35,CHEROKEE,04-OCT-13 18:41:00,CST-6,0,0,0,0,0.00K,EF0,0.55,50,42.69,-95.62
IOWA,19,35,CHEROKEE,04-OCT-13 18:46:00,CST-6,0,0,0,0,0.00K,EF0,0.4,50,42.72,-95.59
IOWA,19,35,CHEROKEE,04-OCT-13 19:18:00,CST-6,0,0,0,0,0.00K,EF0,0.34,50,42.84,-95.4
IOWA,19,21,BUENA VISTA,04-OCT-13 19:33:00,CST-6,0,0,0,0,1.20M,EF1,5.45,200,42.6,-95.36
IOWA,19,41,CLAY,04-OCT-13 19:47:00,CST-6,0,0,0,0,0.00K,EF0,0.71,100,42.98,-95.06
KANSAS,20,167,RUSSELL,07-APR-13 17:38:00,CST-6,0,0,0,0,,EF0,0.48,50,39.09,-99
KANSAS,20,51,ELLIS,08-MAY-13 17:30:00,CST-6,0,0,0,0,0.00K,EF0,0.21,50,38.97,-99.2
KANSAS,20,51,ELLIS,08-MAY-13 17:30:00,CST-6,0,0,0,0,0.00K,EF0,0.66,100,38.97,-99.2
KANSAS,20,167,RUSSELL,08-MAY-13 17:39:00,CST-6,0,0,0,0,,EF0,0.41,50,,
KANSAS,20,195,TREGO,18-MAY-13 16:27:00,CST-6,0,0,0,0,0.00K,EF0,2.92,100,38.76,-99.86
KANSAS,20,135,NESS,18-MAY-13 17:03:00,CST-6,0,0,0,0,0.00K,EF0,0.31,100,38.68,-99.75
KANSAS,20,51,ELLIS,18-MAY-13 17:09:00,CST-6,0,0,0,0,,EF1,1.71,50,38.85,-99.58
KANSAS,20,51,ELLIS,18-MAY-13 17:37:00,CST-6,0,0,0,0,0.00K,EF0,0.56,50,38.83,-99.43
KANSAS,20,145,PAWNEE,18-MAY-13 18:18:00,CST-6,0,0,0,0,140.00K,EF4,7,1100,38.14,-99.47
KANSAS,20,145,PAWNEE,18-MAY-13 18:49:00,CST-6,0,0,0,0,,EF1,4,100,38.2,-99.28
KANSAS,20,145,PAWNEE,18-MAY-13 19:10:00,CST-6,0,0,0,0,0.00K,EF0,2.06,100,38.24,-99.18
KANSAS,20,27,CLAY,18-MAY-13 21:35:00,CST-6,0,0,0,0,,EF1,5.85,75,,
KANSAS,20,201,WASHINGTON,18-MAY-13 21:42:00,CST-6,0,0,0,0,,EF1,1.14,75,,
KANSAS,20,201,WASHINGTON,18-MAY-13 22:00:00,CST-6,0,0,0,0,,EF0,0.34,50,,
KANSAS,20,191,SUMNER,19-MAY-13 14:10:00,CST-6,0,0,0,0,,EF0,0.57,50,,
KANSAS,20,173,SEDGWICK,19-MAY-13 14:19:00,CST-6,0,0,0,0,,EF0,0.8,50,,
KANSAS,20,173,SEDGWICK,19-MAY-13 14:37:00,CST-6,0,0,0,0,,EF2,4.61,300,,
KANSAS,20,191,SUMNER,19-MAY-13 15:12:00,CST-6,0,0,0,0,,EF0,0.42,50,,
KANSAS,20,191,SUMNER,19-MAY-13 15:39:00,CST-6,0,0,0,0,,EF0,0.47,50,,
KANSAS,20,191,SUMNER,19-MAY-13 15:40:00,CST-6,0,0,0,0,,EF0,0.4,50,,
KANSAS,20,35,COWLEY,19-MAY-13 15:46:00,CST-6,0,0,0,0,,EF0,0.71,50,,
KANSAS,20,35,COWLEY,19-MAY-13 15:55:00,CST-6,0,0,0,0,,EF1,1.84,60,,
KANSAS,20,115,MARION,19-MAY-13 16:05:00,CST-6,0,0,0,0,0.00K,EF0,0.46,50,,
KANSAS,20,41,DICKINSON,19-MAY-13 16:17:00,CST-6,0,0,0,0,,EF0,0.1,25,,
KANSAS,20,111,LYON,19-MAY-13 16:27:00,CST-6,0,0,0,0,,EF1,9,75,,
KANSAS,20,35,COWLEY,19-MAY-13 16:59:00,CST-6,0,0,0,0,,EF0,0.19,50,,
KANSAS,20,125,MONTGOMERY,20-MAY-13 15:12:00,CST-6,0,0,0,0,,EF0,0.54,50,,
KANSAS,20,187,STANTON,20-MAY-13 15:50:00,CST-6,0,0,0,0,,EF0,0.37,50,37.47,-101.94
KANSAS,20,187,STANTON,20-MAY-13 16:05:00,CST-6,0,0,0,0,0.00K,EF0,0.27,50,37.51,-101.88
KANSAS,20,183,SMITH,27-MAY-13 17:32:00,CST-6,0,0,0,0,0.00K,EF0,0.38,15,39.82,-98.83
KANSAS,20,183,SMITH,27-MAY-13 17:45:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,39.81,-98.68
KANSAS,20,183,SMITH,27-MAY-13 18:04:00,CST-6,1,0,0,0,1.40M,EF3,2.18,1580,39.86,-98.54
KANSAS,20,89,JEWELL,27-MAY-13 18:10:00,CST-6,1,0,0,0,0.40M,EF3,3.56,1580,39.85,-98.5
KANSAS,20,117,MARSHALL,27-MAY-13 20:40:00,CST-6,0,0,0,0,,EF2,3.83,150,,
KANSAS,20,131,NEMAHA,28-MAY-13 15:16:00,CST-6,0,0,0,0,,EF3,4.4,900,,
KANSAS,20,131,NEMAHA,28-MAY-13 15:20:00,CST-6,0,0,0,0,,EF1,0.01,50,,
KANSAS,20,131,NEMAHA,28-MAY-13 15:45:00,CST-6,0,0,0,0,,EF1,0.01,50,,
KANSAS,20,143,OTTAWA,28-MAY-13 16:33:00,CST-6,0,0,0,0,,EF0,0.01,25,,
KANSAS,20,143,OTTAWA,28-MAY-13 16:45:00,CST-6,0,0,0,0,,EF3,2.33,1000,,
KANSAS,20,9,BARTON,28-MAY-13 17:37:00,CST-6,0,0,0,0,,EF0,4.18,50,,
KANSAS,20,165,RUSH,28-MAY-13 17:40:00,CST-6,0,0,0,0,0.00K,EF0,0.62,75,38.5,-99.05
KANSAS,20,109,LOGAN,29-MAY-13 14:35:00,CST-6,0,0,0,0,0.00K,EF0,0.1,25,38.83,-101.18
KANSAS,20,63,GOVE,29-MAY-13 16:43:00,CST-6,0,0,0,0,0.00K,EF0,1.3,25,39.14,-100.56
KANSAS,20,93,KEARNY,29-MAY-13 17:50:00,CST-6,0,0,0,0,0.00K,EF0,0.28,75,37.76,-101.44
KANSAS,20,93,KEARNY,29-MAY-13 18:00:00,CST-6,0,0,0,0,0.00K,EF0,0.3,100,37.77,-101.47
KANSAS,20,93,KEARNY,29-MAY-13 18:20:00,CST-6,0,0,0,0,0.00K,EF0,0.12,75,37.77,-101.39
KANSAS,20,147,PHILLIPS,29-MAY-13 19:10:00,CST-6,0,0,0,0,80.00K,EF1,0.78,40,39.82,-99.58
KANSAS,20,125,MONTGOMERY,31-MAY-13 15:18:00,CST-6,0,0,0,0,,EF0,0.42,50,,
KANSAS,20,93,KEARNY,04-JUN-13 20:07:00,CST-6,0,0,0,0,0.00K,EF0,2.85,100,37.85,-101.4
KANSAS,20,97,KIOWA,04-JUN-13 23:32:00,CST-6,0,0,0,0,18.00K,EF1,0.97,50,37.52,-99.5
KANSAS,20,97,KIOWA,04-JUN-13 23:48:00,CST-6,0,0,0,0,,EF0,2.02,75,37.41,-99.3
KANSAS,20,187,STANTON,10-JUL-13 14:03:00,CST-6,0,0,0,0,0.00K,EF0,0.15,50,37.68,-101.76
KANSAS,20,75,HAMILTON,25-JUL-13 14:05:00,MST-7,0,0,0,0,0.00K,EF0,0.41,50,37.86,-101.98
KANSAS,20,151,PRATT,29-JUL-13 15:18:00,CST-6,0,0,0,0,0.00K,EF0,0.01,25,37.74,-98.49
KANSAS,20,11,BOURBON,29-JUL-13 16:05:00,CST-6,0,0,0,0,100.00K,EF1,0.4,100,37.79,-95.07
KANSAS,20,181,SHERMAN,05-AUG-13 11:28:00,MST-7,0,0,0,0,0.00K,EF0,0.1,100,39.45,-101.61
KANSAS,20,181,SHERMAN,05-AUG-13 11:40:00,MST-7,0,0,0,0,0.00K,EF0,0.1,100,39.46,-101.58
KANSAS,20,101,LANE,13-AUG-13 10:15:00,CST-6,0,0,0,0,0.00K,EF0,0.04,25,,
KENTUCKY,21,139,LIVINGSTON,12-JAN-13 15:18:00,CST-6,0,0,0,0,100.00K,EF2,1.83,200,37.28,-88.37
KENTUCKY,21,35,CALLOWAY,29-JAN-13 23:36:00,CST-6,0,0,0,0,25.00K,EF0,2.12,100,36.59,-88.43
KENTUCKY,21,47,CHRISTIAN,30-JAN-13 01:36:00,CST-6,0,0,0,0,150.00K,EF2,2.06,200,36.68,-87.56
KENTUCKY,21,47,CHRISTIAN,30-JAN-13 01:39:00,CST-6,0,0,0,0,250.00K,EF1,7.92,225,36.73,-87.48
KENTUCKY,21,177,MUHLENBERG,30-JAN-13 02:00:00,CST-6,0,0,0,0,250.00K,EF2,5.14,325,37.06,-87.05
KENTUCKY,21,227,WARREN,30-JAN-13 03:38:00,CST-6,0,0,0,0,400.00K,EF2,2.96,250,37.03,-86.24
KENTUCKY,21,61,EDMONSON,30-JAN-13 03:42:00,CST-6,0,0,0,0,80.00K,EF1,2.77,100,37.07,-86.14
KENTUCKY,21,9,BARREN,30-JAN-13 03:49:00,CST-6,0,0,0,0,0.00K,EF1,0.34,50,36.94,-86.06
KENTUCKY,21,163,MEADE,30-JAN-13 04:05:00,EST-5,0,0,0,0,50.00K,EF0,1,200,37.94,-86.1
KENTUCKY,21,111,JEFFERSON,30-JAN-13 04:18:00,EST-5,0,0,0,0,75.00K,EF0,2.23,215,38.12,-85.91
KENTUCKY,21,155,MARION,30-JAN-13 05:44:00,EST-5,2,0,0,0,25.00K,EF0,0.12,50,37.44,-85.27
KENTUCKY,21,199,PULASKI,30-JAN-13 06:30:00,EST-5,0,0,0,0,5.00K,EF0,0.5,150,37.06,-84.61
KENTUCKY,21,199,PULASKI,24-MAR-13 16:40:00,EST-5,0,0,0,0,100.00K,EF1,0.36,80,37.07,-84.6
KENTUCKY,21,83,GRAVES,18-APR-13 19:24:00,CST-6,0,0,0,0,10.00K,EF0,0.33,100,36.55,-88.73
KENTUCKY,21,83,GRAVES,18-APR-13 19:31:00,CST-6,0,0,0,0,3.00K,EF0,3.17,100,36.61,-88.65
KENTUCKY,21,83,GRAVES,18-APR-13 19:54:00,CST-6,0,0,0,0,35.00K,EF0,2.21,150,36.86,-88.52
KENTUCKY,21,157,MARSHALL,18-APR-13 19:57:00,CST-6,0,0,0,0,8.00K,EF0,1.39,150,36.87,-88.49
KENTUCKY,21,115,JOHNSON,09-JUN-13 16:54:00,EST-5,0,0,0,0,0.00K,EF0,0.1,50,37.91,-82.72
KENTUCKY,21,127,LAWRENCE,09-JUN-13 16:55:00,EST-5,0,0,0,0,10.00K,EF0,0.39,50,37.91,-82.72
KENTUCKY,21,141,LOGAN,10-JUN-13 12:40:00,CST-6,4,0,0,0,500.00K,EF2,9.03,325,,
KENTUCKY,21,213,SIMPSON,10-JUN-13 13:00:00,CST-6,0,0,0,0,2.00K,EF1,4.87,200,,
KENTUCKY,21,123,LARUE,26-JUN-13 22:25:00,EST-5,0,0,0,0,500.00K,EF2,6.65,300,,
KENTUCKY,21,221,TRIGG,06-JUL-13 18:50:00,CST-6,0,0,0,0,5.00K,EF0,0.89,50,36.85,-87.93
KENTUCKY,21,7,BALLARD,31-OCT-13 19:14:00,CST-6,0,0,0,0,15.00K,EF1,0.92,200,36.94,-89.1
KENTUCKY,21,39,CARLISLE,31-OCT-13 19:25:00,CST-6,0,0,0,0,200.00K,EF1,5.01,200,36.9,-88.89
KENTUCKY,21,7,BALLARD,31-OCT-13 19:30:00,CST-6,0,0,0,0,15.00K,EF0,0.22,70,36.96,-88.94
KENTUCKY,21,145,MCCRACKEN,31-OCT-13 19:31:00,CST-6,0,0,0,0,3.00K,EF1,3.25,200,36.95,-88.82
KENTUCKY,21,145,MCCRACKEN,31-OCT-13 19:39:00,CST-6,0,0,0,0,100.00K,EF1,2.15,225,36.94,-88.71
KENTUCKY,21,145,MCCRACKEN,31-OCT-13 19:48:00,CST-6,0,0,0,0,15.00K,EF0,0.98,40,36.98,-88.52
KENTUCKY,21,145,MCCRACKEN,31-OCT-13 19:50:00,CST-6,0,0,0,0,35.00K,EF1,0.45,40,37.03,-88.54
KENTUCKY,21,157,MARSHALL,31-OCT-13 20:03:00,CST-6,0,0,0,0,35.00K,EF0,0.5,50,37,-88.35
KENTUCKY,21,145,MCCRACKEN,17-NOV-13 14:05:00,CST-6,1,0,0,0,350.00K,EF2,13.42,200,37.1,-88.88
KENTUCKY,21,139,LIVINGSTON,17-NOV-13 14:29:00,CST-6,0,0,0,0,400.00K,EF2,12.21,300,37.12,-88.44
KENTUCKY,21,225,UNION,17-NOV-13 14:41:00,CST-6,0,0,0,0,500.00K,EF3,10.31,200,37.7,-87.94
KENTUCKY,21,143,LYON,17-NOV-13 14:45:00,CST-6,0,0,0,0,10.00K,EF1,5.8,100,37.12,-88.21
KENTUCKY,21,101,HENDERSON,17-NOV-13 14:55:00,CST-6,0,0,0,0,250.00K,EF2,3.81,200,37.73,-87.76
KENTUCKY,21,33,CALDWELL,17-NOV-13 15:18:00,CST-6,0,0,0,0,200.00K,EF1,3.16,200,37.15,-87.91
KENTUCKY,21,107,HOPKINS,17-NOV-13 15:32:00,CST-6,1,0,0,0,700.00K,EF3,8.23,200,37.15,-87.49
KENTUCKY,21,177,MUHLENBERG,17-NOV-13 15:50:00,CST-6,0,0,0,0,100.00K,EF1,0.85,80,37.16,-87.27
KENTUCKY,21,31,BUTLER,17-NOV-13 16:10:00,CST-6,1,0,0,0,250.00K,EF1,5.46,200,37.16,-86.9
KENTUCKY,21,35,CALLOWAY,21-DEC-13 17:31:00,CST-6,0,0,0,0,2.00K,EF0,0.33,50,36.73,-88.32
KENTUCKY,21,217,TAYLOR,21-DEC-13 23:07:00,EST-5,0,0,0,0,200.00K,EF1,5.53,300,37.33,-85.4
KENTUCKY,21,97,HARRISON,21-DEC-13 23:29:00,EST-5,0,0,0,0,100.00K,EF1,3.49,110,38.46,-84.38
KENTUCKY,21,17,BOURBON,21-DEC-13 23:41:00,EST-5,0,0,0,0,150.00K,EF1,5.74,1.25,38.3,-84.25
LOUISIANA,22,99,ST. MARTIN,10-JAN-13 05:30:00,CST-6,0,0,0,0,200.00K,EF1,2.06,50,30.27,-91.9
LOUISIANA,22,45,IBERIA,10-JAN-13 05:51:00,CST-6,0,0,0,0,100.00K,EF1,5.53,50,29.95,-91.78
