state,region,county,region_code,state_code,county_code,date,timezone,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,damage,f_scale,length,width,latitude,longitude
Arizona,Southwest,Navajo County,6,4,17,15-Jul-13 19:00:00,MST-7,0,0,0,0,0.00K,EF0,0.1,10,35.03,-110.69
New Mexico,Southwest,San Juan County,6,35,45,10-Sep-13 22:45:00,MST-7,0,0,0,0,0.00K,EF0,0.21,10,,
New Mexico,Southwest,San Juan County,6,35,45,18-Sep-13 12:44:00,MST-7,0,0,0,0,0.00K,EF0,0.15,20,,
Oklahoma,Southwest,Logan County,6,40,83,29-Jan-13 06:48:00,CST-6,0,0,0,0,200.00K,EF1,1.1,40,36.16,-97.46
Oklahoma,Southwest,Sequoyah County,6,40,135,29-Jan-13 14:55:00,CST-6,0,0,0,0,0.00K,EF1,2.4,400,35.6,-94.5
Oklahoma,Southwest,Muskogee County,6,40,101,30-Mar-13 20:35:00,CST-6,0,0,0,0,25.00K,EF0,1,200,35.81,-95.3
Oklahoma,Southwest,Wagoner County,6,40,145,30-Mar-13 20:36:00,CST-6,0,0,0,0,5.00K,EF0,0.1,120,35.81,-95.29
Oklahoma,Southwest,Sequoyah County,6,40,135,30-Mar-13 22:20:00,CST-6,0,0,0,0,100.00K,EF1,0.5,175,35.43,-94.81
Oklahoma,Southwest,Comanche County,6,40,31,17-Apr-13 17:50:00,CST-6,0,0,0,0,200.00K,EF0,3.41,100,34.58,-98.56
Oklahoma,Southwest,Tillman County,6,40,141,17-Apr-13 19:35:00,CST-6,0,0,0,0,500.00K,EF1,5.21,200,34.27,-98.8
Oklahoma,Southwest,Tulsa County,6,40,143,17-Apr-13 22:50:00,CST-6,0,0,0,0,0.00K,EF0,0.5,50,35.87,-96.02
Oklahoma,Southwest,Tulsa County,6,40,143,17-Apr-13 23:01:00,CST-6,0,0,0,0,50.00K,EF0,1.3,250,35.97,-95.84
Oklahoma,Southwest,Tulsa County,6,40,143,17-Apr-13 23:03:00,CST-6,0,0,0,0,250.00K,EF1,2.1,400,35.97,-95.85
Oklahoma,Southwest,Rogers County,6,40,131,17-Apr-13 23:28:00,CST-6,0,0,0,0,40.00K,EF0,0.9,125,36.1,-95.53
Oklahoma,Southwest,Rogers County,6,40,131,17-Apr-13 23:29:00,CST-6,0,0,0,0,100.00K,EF1,1.8,140,36.12,-95.52
Oklahoma,Southwest,Rogers County,6,40,131,17-Apr-13 23:33:00,CST-6,0,0,0,0,80.00K,EF1,1.9,180,36.15,-95.5
Oklahoma,Southwest,Mayes County,6,40,97,17-Apr-13 23:48:00,CST-6,0,0,0,0,30.00K,EF1,6.5,100,36.25,-95.29
Oklahoma,Southwest,Mayes County,6,40,97,18-Apr-13 00:07:00,CST-6,2,0,0,0,750.00K,EF1,3.5,350,36.38,-95.08
Oklahoma,Southwest,Delaware County,6,40,41,18-Apr-13 00:30:00,CST-6,0,0,0,0,400.00K,EF2,8,800,36.49,-94.78
Oklahoma,Southwest,Dewey County,6,40,43,26-Apr-13 17:31:00,CST-6,0,0,0,0,0.00K,EF0,0.16,50,35.95,-98.99
Oklahoma,Southwest,Grady County,6,40,51,08-May-13 19:18:00,CST-6,0,0,0,0,,EF0,0.1,50,35.27,-97.89
Oklahoma,Southwest,Kiowa County,6,40,75,09-May-13 16:00:00,CST-6,0,0,0,0,0.00K,EF0,0.1,10,34.66,-98.95
Oklahoma,Southwest,Jackson County,6,40,65,09-May-13 17:21:00,CST-6,0,0,0,0,0.00K,EF0,0.1,20,34.52,-99.39
Oklahoma,Southwest,Pontotoc County,6,40,123,15-May-13 17:34:00,CST-6,0,0,0,0,20.00K,EF0,0.5,50,34.78,-96.71
Oklahoma,Southwest,Oklahoma County,6,40,109,19-May-13 15:22:00,CST-6,0,0,0,0,,EF1,4.5,900,35.62,-97.48
Oklahoma,Southwest,Oklahoma County,6,40,109,19-May-13 15:33:00,CST-6,0,0,0,0,,EF1,0.54,200,35.65,-97.36
Oklahoma,Southwest,Oklahoma County,6,40,109,19-May-13 15:41:00,CST-6,0,0,0,0,,EF2,5,1000,35.69,-97.23
Oklahoma,Southwest,Logan County,6,40,83,19-May-13 15:54:00,CST-6,0,0,0,0,,EF2,0.84,1000,35.72,-97.15
Oklahoma,Southwest,Lincoln County,6,40,81,19-May-13 15:56:00,CST-6,4,0,0,0,,EF3,15,1200,35.73,-97.14
Oklahoma,Southwest,Cleveland County,6,40,27,19-May-13 17:00:00,CST-6,4,0,0,0,,EF3,10.5,1150,35.25,-97.3
Oklahoma,Southwest,Pottawatomie County,6,40,125,19-May-13 17:20:00,CST-6,6,0,2,0,,EF4,12.5,1500,35.31,-97.14
Oklahoma,Southwest,Pottawatomie County,6,40,125,19-May-13 17:40:00,CST-6,0,0,0,0,,EF0,2,30,35.34,-97.02
Oklahoma,Southwest,Creek County,6,40,37,19-May-13 17:47:00,CST-6,0,0,0,0,0.00K,EF0,0.2,50,35.93,-96.61
Oklahoma,Southwest,Pottawatomie County,6,40,125,19-May-13 17:59:00,CST-6,0,0,0,0,,EF0,0.5,250,35.46,-96.8
Oklahoma,Southwest,Lincoln County,6,40,81,19-May-13 18:00:00,CST-6,0,0,0,0,,EF2,6.75,450,35.46,-96.79
Oklahoma,Southwest,Lincoln County,6,40,81,19-May-13 18:17:00,CST-6,0,0,0,0,,EF0,2.12,300,35.53,-96.65
Oklahoma,Southwest,Okfuskee County,6,40,107,19-May-13 18:20:00,CST-6,0,0,0,0,50.00K,EF1,10.9,700,35.55,-96.62
Oklahoma,Southwest,Creek County,6,40,37,19-May-13 18:38:00,CST-6,0,0,0,0,0.00K,EF1,1.4,200,35.64,-96.46
Oklahoma,Southwest,Mcclain County,6,40,87,20-May-13 13:56:00,CST-6,5,0,0,0,,EF4,1.85,1280,35.28,-97.63
Oklahoma,Southwest,Stephens County,6,40,137,20-May-13 13:58:00,CST-6,0,0,0,0,0.00K,EF0,1,30,34.56,-97.91
Oklahoma,Southwest,Cleveland County,6,40,27,20-May-13 14:04:00,CST-6,207,0,24,0,2.00B,EF5,12,1900,35.3,-97.61
Oklahoma,Southwest,Stephens County,6,40,137,20-May-13 14:07:00,CST-6,0,0,0,0,20.00K,EF1,4,200,34.6,-97.93
Oklahoma,Southwest,Osage County,6,40,113,20-May-13 14:51:00,CST-6,0,0,0,0,5.00K,EF1,4.5,500,36.42,-96.08
Oklahoma,Southwest,Washington County,6,40,147,20-May-13 15:01:00,CST-6,0,0,0,0,0.00K,EF1,2,500,36.44,-96
Oklahoma,Southwest,Washington County,6,40,147,20-May-13 15:21:00,CST-6,0,0,0,0,10.00K,EF1,4.5,400,36.49,-95.9
Oklahoma,Southwest,Washington County,6,40,147,20-May-13 15:33:00,CST-6,0,0,0,0,0.00K,EF0,0.6,150,36.55,-95.82
Oklahoma,Southwest,Rogers County,6,40,131,20-May-13 15:34:00,CST-6,0,0,0,0,30.00K,EF1,5.4,500,36.55,-95.81
Oklahoma,Southwest,Lincoln County,6,40,81,20-May-13 15:40:00,CST-6,0,0,0,0,0.00K,EF0,1.21,100,35.56,-96.81
Oklahoma,Southwest,Ottawa County,6,40,115,20-May-13 17:25:00,CST-6,0,0,0,0,1.00M,EF2,10,800,36.81,-94.85
Oklahoma,Southwest,Adair County,6,40,1,20-May-13 17:32:00,CST-6,0,0,0,0,0.00K,EF1,2,150,35.95,-94.76
Oklahoma,Southwest,Ottawa County,6,40,115,20-May-13 17:32:00,CST-6,0,0,0,0,150.00K,EF1,8.5,600,36.81,-94.77
Oklahoma,Southwest,Adair County,6,40,1,20-May-13 17:35:00,CST-6,0,0,0,0,15.00K,EF1,2.5,300,35.94,-94.73
Oklahoma,Southwest,Adair County,6,40,1,20-May-13 17:40:00,CST-6,0,0,0,0,125.00K,EF1,5.8,500,35.98,-94.61
Oklahoma,Southwest,Coal County,6,40,29,20-May-13 17:49:00,CST-6,0,0,0,0,30.00K,EF1,5.9,250,34.45,-96.28
Oklahoma,Southwest,Le Flore County,6,40,79,20-May-13 19:33:00,CST-6,0,0,0,0,0.00K,EF0,0.7,260,35.14,-94.88
Oklahoma,Southwest,Le Flore County,6,40,79,20-May-13 19:44:00,CST-6,0,0,0,0,5.00K,EF1,8.5,500,35.07,-94.59
Oklahoma,Southwest,Beaver County,6,40,7,28-May-13 14:08:00,CST-6,0,0,0,0,0.00K,EF0,0.82,25,36.8,-100.33
Oklahoma,Southwest,Beaver County,6,40,7,28-May-13 14:29:00,CST-6,0,0,0,0,0.00K,EF0,1.77,25,36.9,-100.43
Oklahoma,Southwest,Canadian County,6,40,17,29-May-13 16:00:00,CST-6,0,0,0,0,20.00K,EF1,0.2,20,35.6,-98.23
Oklahoma,Southwest,Cleveland County,6,40,27,29-May-13 17:42:00,CST-6,0,0,0,0,40.00K,EF1,0.1,10,35.19,-97.45
Oklahoma,Southwest,Beckham County,6,40,9,29-May-13 18:21:00,CST-6,0,0,0,0,0.00K,EF0,0.75,150,35.03,-99.88
Oklahoma,Southwest,Payne County,6,40,119,30-May-13 14:08:00,CST-6,0,0,0,0,0.00K,EF0,0.26,100,35.96,-97.04
Oklahoma,Southwest,Payne County,6,40,119,30-May-13 14:15:00,CST-6,0,0,0,0,0.00K,EF0,0.71,100,35.98,-96.94
Oklahoma,Southwest,Payne County,6,40,119,30-May-13 14:26:00,CST-6,0,0,0,0,0.00K,EF0,1.64,200,36.01,-96.88
Oklahoma,Southwest,Mccurtain County,6,40,89,30-May-13 14:35:00,CST-6,0,0,0,0,10.00K,EF1,3.4,330,34.37,-94.5
Oklahoma,Southwest,Payne County,6,40,119,30-May-13 14:37:00,CST-6,0,0,0,0,0.00K,EF0,0.37,50,36.03,-96.79
Oklahoma,Southwest,Creek County,6,40,37,30-May-13 15:01:00,CST-6,0,0,0,0,0.00K,EF0,0.1,50,36.13,-96.6
Oklahoma,Southwest,Garvin County,6,40,49,30-May-13 16:58:00,CST-6,0,0,0,0,0.00K,EF0,0.41,200,34.56,-97.5
Oklahoma,Southwest,Mayes County,6,40,97,30-May-13 17:49:00,CST-6,0,0,0,0,0.00K,EF0,0.1,50,36.08,-95.42
Oklahoma,Southwest,Mayes County,6,40,97,30-May-13 17:54:00,CST-6,0,0,0,0,0.00K,EF0,0.1,50,36.09,-95.4
Oklahoma,Southwest,Mayes County,6,40,97,30-May-13 18:08:00,CST-6,0,0,0,0,0.00K,EF0,0.6,100,36.1,-95.37
Oklahoma,Southwest,Mayes County,6,40,97,30-May-13 18:24:00,CST-6,0,0,0,0,0.00K,EF1,2.1,200,36.12,-95.23
Oklahoma,Southwest,Tulsa County,6,40,143,30-May-13 19:40:00,CST-6,0,0,0,0,50.00K,EF1,0.6,220,36.02,-95.77
Oklahoma,Southwest,Wagoner County,6,40,145,30-May-13 19:41:00,CST-6,0,0,0,0,3.00M,EF2,5,450,36.03,-95.76
Oklahoma,Southwest,Kingfisher County,6,40,73,31-May-13 16:35:00,CST-6,0,0,0,0,0.00K,EF0,1,50,35.88,-98.19
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 16:55:00,CST-6,0,0,0,0,1.00K,EF0,0.35,30,35.5,-98.12
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:03:00,CST-6,26,0,8,0,300.00K,EF3,16.2,4576,35.48,-98.1
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:12:00,CST-6,0,0,0,0,0.00K,EF0,0.5,120,35.44,-98
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:13:00,CST-6,0,0,0,0,0.00K,EF0,0.5,350,35.46,-98.01
Oklahoma,Southwest,Osage County,6,40,113,31-May-13 17:18:00,CST-6,0,0,0,0,0.00K,EF0,0.1,50,36.95,-96.07
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:29:00,CST-6,1,0,0,0,20.00K,EF2,5,150,35.49,-97.85
Oklahoma,Southwest,Osage County,6,40,113,31-May-13 17:30:00,CST-6,0,0,0,0,2.00K,EF1,2.5,200,36.62,-96.6
Oklahoma,Southwest,Washington County,6,40,147,31-May-13 17:38:00,CST-6,0,0,0,0,5.00K,EF1,1.2,200,36.96,-95.83
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:51:00,CST-6,0,0,0,0,50.00K,EF0,1.61,500,35.45,-97.7
Oklahoma,Southwest,Oklahoma County,6,40,109,31-May-13 17:54:00,CST-6,0,0,0,0,100.00K,EF1,4.1,600,35.45,-97.67
Oklahoma,Southwest,Canadian County,6,40,17,31-May-13 17:55:00,CST-6,0,0,0,0,0.00K,EF0,0.47,50,35.44,-97.96
Oklahoma,Southwest,Nowata County,6,40,105,31-May-13 18:21:00,CST-6,0,0,0,0,0.00K,EF0,1.1,310,36.99,-95.43
Oklahoma,Southwest,Oklahoma County,6,40,109,31-May-13 18:35:00,CST-6,0,0,0,0,20.00K,EF0,0.5,200,35.41,-97.46
Oklahoma,Southwest,Cleveland County,6,40,27,31-May-13 18:42:00,CST-6,0,0,0,0,100.00K,EF1,1,100,35.34,-97.61
Oklahoma,Southwest,Grady County,6,40,51,31-May-13 18:45:00,CST-6,0,0,0,0,0.00K,EF0,0.2,50,35.32,-97.8
Oklahoma,Southwest,Oklahoma County,6,40,109,31-May-13 18:53:00,CST-6,8,0,0,0,80.00K,EF1,1.13,300,35.41,-97.55
Oklahoma,Southwest,Rogers County,6,40,131,31-May-13 19:21:00,CST-6,0,0,0,0,0.00K,EF1,2.8,320,36.59,-95.73
Oklahoma,Southwest,Nowata County,6,40,105,31-May-13 19:25:00,CST-6,0,0,0,0,0.00K,EF1,0.7,320,36.6,-95.69
Oklahoma,Southwest,Rogers County,6,40,131,31-May-13 19:27:00,CST-6,0,0,0,0,0.00K,EF1,0.2,240,36.6,-95.68
Oklahoma,Southwest,Nowata County,6,40,105,31-May-13 19:28:00,CST-6,2,0,0,0,75.00K,EF1,4.6,350,36.6,-95.67
Oklahoma,Southwest,Delaware County,6,40,41,31-May-13 22:23:00,CST-6,0,0,0,0,0.00K,EF1,1.8,500,36.54,-94.82
Oklahoma,Southwest,Wagoner County,6,40,145,23-Jul-13 23:06:00,CST-6,0,0,0,0,180.00K,EF1,3.5,850,35.96,-95.42
Oklahoma,Southwest,Marshall County,6,40,95,26-Jul-13 14:25:00,CST-6,0,0,0,0,0.00K,EF0,0.1,10,33.94,-96.73
Oklahoma,Southwest,Beaver County,6,40,7,07-Aug-13 18:36:00,CST-6,0,0,0,0,0.00K,EF0,0.11,25,36.85,-100.94
Texas,Southwest,Wood County,6,48,499,29-Jan-13 18:15:00,CST-6,0,0,0,0,5.00K,EF0,0.19,325,32.7,-95.55
Texas,Southwest,Polk County,6,48,373,10-Feb-13 09:15:00,CST-6,1,0,0,0,50.00K,EF0,0.51,30,30.71,-94.87
Texas,Southwest,San Jacinto County,6,48,407,18-Feb-13 14:03:00,CST-6,0,0,0,0,150.00K,EF1,0.57,30,30.49,-94.95
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 17:13:00,CST-6,0,0,0,0,0.00K,EF0,0.73,30,32.31,-94.8
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 17:18:00,CST-6,0,0,0,0,0.00K,EF0,0.01,20,32.32,-94.73
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 17:27:00,CST-6,0,0,0,0,0.00K,EF0,1.23,15,32.02,-94.92
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 17:27:00,CST-6,0,0,0,0,0.00K,EF0,1.55,30,32.3,-94.66
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 17:48:00,CST-6,0,0,0,0,30.00K,EF1,1.97,60,31.97,-94.76
Texas,Southwest,Panola County,6,48,365,18-Feb-13 17:57:00,CST-6,0,0,0,0,0.00K,EF0,1.2,50,32.3,-94.42
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 18:01:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,31.96,-94.66
Texas,Southwest,Panola County,6,48,365,18-Feb-13 18:05:00,CST-6,0,0,0,0,0.00K,EF0,0.81,30,32.28,-94.35
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 18:12:00,CST-6,0,0,0,0,5.00K,EF0,0.01,20,31.93,-94.59
Texas,Southwest,Panola County,6,48,365,18-Feb-13 18:13:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,32.29,-94.28
Texas,Southwest,Rusk County,6,48,401,18-Feb-13 18:19:00,CST-6,0,0,0,0,10.00K,EF1,0.01,20,31.92,-94.53
Texas,Southwest,Panola County,6,48,365,18-Feb-13 18:19:00,CST-6,0,0,0,0,0.00K,EF0,0.01,20,32.26,-94.23
Texas,Southwest,Shelby County,6,48,419,18-Feb-13 18:37:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,31.91,-94.4
Texas,Southwest,Sabine County,6,48,403,21-Feb-13 13:10:00,CST-6,2,0,1,0,250.00K,EF1,4.47,150,31.32,-93.98
Texas,Southwest,Briscoe County,6,48,45,01-Apr-13 15:40:00,CST-6,0,0,0,0,5.00K,EF1,1.84,100,34.43,-101.22
Texas,Southwest,Brewster County,6,48,43,13-Apr-13 14:30:00,CST-6,0,0,0,0,,EF0,2.61,300,30.3,-103.78
Texas,Southwest,Wilbarger County,6,48,487,17-Apr-13 19:03:00,CST-6,0,0,0,0,5.00K,EF0,1.03,100,34.17,-98.98
Texas,Southwest,Wilbarger County,6,48,487,17-Apr-13 19:11:00,CST-6,0,0,0,0,0.00K,EF0,0.16,100,34.2,-98.97
Texas,Southwest,San Patricio County,6,48,409,29-Apr-13 12:01:00,CST-6,0,0,0,0,0.00K,EF0,1.66,20,28.04,-97.38
Texas,Southwest,San Patricio County,6,48,409,29-Apr-13 12:26:00,CST-6,0,0,0,0,0.00K,EF0,0.1,10,28.1,-97.38
Texas,Southwest,Refugio County,6,48,391,29-Apr-13 12:56:00,CST-6,0,0,0,0,0.00K,EF0,0.22,10,28.42,-97.13
Texas,Southwest,Lubbock County,6,48,303,30-Apr-13 16:18:00,CST-6,0,0,0,0,0.00K,EF0,0.12,10,33.45,-101.86
Texas,Southwest,Stonewall County,6,48,433,08-May-13 16:55:00,CST-6,0,0,0,0,0.00K,EF0,0.01,40,,
Texas,Southwest,Montague County,6,48,337,15-May-13 16:33:00,CST-6,0,0,0,0,30.00K,EF0,1.11,70,33.81,-97.88
Texas,Southwest,Mills County,6,48,333,15-May-13 17:14:00,CST-6,0,0,0,0,0.00K,EF0,3.42,50,31.66,-98.58
Texas,Southwest,Palo Pinto County,6,48,363,15-May-13 17:41:00,CST-6,0,0,0,0,0.00K,EF0,0.3,50,32.77,-98.07
Texas,Southwest,Montague County,6,48,337,15-May-13 17:50:00,CST-6,1,0,0,0,100.00K,EF1,1.01,200,33.84,-97.68
Texas,Southwest,Montague County,6,48,337,15-May-13 17:51:00,CST-6,0,0,0,0,125.00K,EF1,3.63,240,33.43,-97.89
Texas,Southwest,Parker County,6,48,367,15-May-13 18:03:00,CST-6,0,0,0,0,60.00K,EF1,1.95,400,32.75,-98.03
Texas,Southwest,Montague County,6,48,337,15-May-13 18:18:00,CST-6,0,0,0,0,40.00K,EF0,0.94,150,33.84,-97.59
Texas,Southwest,Parker County,6,48,367,15-May-13 18:22:00,CST-6,0,0,0,0,0.00K,EF0,0.49,70,32.72,-97.94
Texas,Southwest,Wise County,6,48,497,15-May-13 18:35:00,CST-6,0,0,0,0,0.00K,EF0,0.69,25,33.41,-97.67
Texas,Southwest,Parker County,6,48,367,15-May-13 18:53:00,CST-6,0,0,0,0,40.00K,EF0,1.46,200,32.64,-97.81
Texas,Southwest,Hood County,6,48,221,15-May-13 18:58:00,CST-6,54,0,6,0,143.00M,EF4,2.5,400,32.41,-97.75
Texas,Southwest,Parker County,6,48,367,15-May-13 19:05:00,CST-6,0,0,0,0,20.00K,EF0,0.12,20,32.57,-97.67
Texas,Southwest,Hood County,6,48,221,15-May-13 19:09:00,CST-6,0,0,0,0,100.00K,EF0,1.02,300,32.36,-97.63
Texas,Southwest,Johnson County,6,48,251,15-May-13 19:11:00,CST-6,0,0,0,0,260.00K,EF1,1.42,300,32.35,-97.62
Texas,Southwest,Johnson County,6,48,251,15-May-13 19:19:00,CST-6,0,0,0,0,10.00K,EF0,0.19,30,32.55,-97.66
Texas,Southwest,Hamilton County,6,48,193,15-May-13 19:34:00,CST-6,0,0,0,0,0.00K,EF0,0.21,30,31.51,-98.14
Texas,Southwest,Hamilton County,6,48,193,15-May-13 19:35:00,CST-6,0,0,0,0,0.00K,EF0,1.04,40,31.5,-98.14
Texas,Southwest,Johnson County,6,48,251,15-May-13 20:12:00,CST-6,7,0,0,0,124.00M,EF3,7.79,1733,32.26,-97.5
Texas,Southwest,Johnson County,6,48,251,15-May-13 20:45:00,CST-6,0,0,0,0,0.00K,EF0,1.28,400,32.31,-97.3
Texas,Southwest,Ellis County,6,48,139,15-May-13 23:05:00,CST-6,1,0,0,0,650.00K,EF1,6.17,400,32.33,-96.63
Texas,Southwest,Harrison County,6,48,203,16-May-13 13:20:00,CST-6,1,0,0,0,100.00K,EF1,1.43,500,32.49,-94.15
Texas,Southwest,Harrison County,6,48,203,16-May-13 13:34:00,CST-6,0,0,0,0,50.00K,EF1,0.42,200,32.46,-94.06
Texas,Southwest,Young County,6,48,503,17-May-13 18:34:00,CST-6,0,0,0,0,0.00K,EF0,1.02,75,32.99,-98.81
Texas,Southwest,Young County,6,48,503,17-May-13 18:50:00,CST-6,0,0,0,0,80.00K,EF1,3.14,20,33,-98.78
Texas,Southwest,Brown County,6,48,49,20-May-13 15:35:00,CST-6,0,0,0,0,0.00K,EF0,1.17,50,31.86,-99.01
Texas,Southwest,Montague County,6,48,337,20-May-13 16:41:00,CST-6,0,0,0,0,0.00K,EF0,0.92,50,33.8,-97.93
Texas,Southwest,Brown County,6,48,49,20-May-13 16:41:00,CST-6,0,0,0,0,100.00K,EF1,3.65,350,31.83,-98.79
Texas,Southwest,Brown County,6,48,49,20-May-13 17:00:00,CST-6,0,0,0,0,0.00K,EF0,0.2,50,31.73,-98.78
Texas,Southwest,Mills County,6,48,333,20-May-13 18:25:00,CST-6,0,0,0,0,0.00K,EF0,1.08,100,31.68,-98.48
Texas,Southwest,Floyd County,6,48,153,23-May-13 12:53:00,CST-6,0,0,0,0,0.00K,EF0,0.01,30,,
Texas,Southwest,Floyd County,6,48,153,23-May-13 13:22:00,CST-6,0,0,0,0,0.00K,EF0,0.01,30,,
Texas,Southwest,Floyd County,6,48,153,23-May-13 13:30:00,CST-6,0,0,0,0,0.00K,EF0,0.67,50,,
Texas,Southwest,Dickens County,6,48,125,23-May-13 15:15:00,CST-6,0,0,0,0,0.00K,EF1,1.94,300,,
Texas,Southwest,Fisher County,6,48,151,23-May-13 17:12:00,CST-6,0,0,0,0,100.00K,EF0,1,175,32.86,-100.45
Texas,Southwest,Wilson County,6,48,493,25-May-13 02:45:00,CST-6,0,0,0,0,25.00K,EF0,0.3,50,29.34,-98.12
Texas,Southwest,Bexar County,6,48,29,25-May-13 04:25:00,CST-6,0,0,0,0,100.00K,EF0,0.4,100,29.55,-98.35
Texas,Southwest,Victoria County,6,48,469,25-May-13 12:47:00,CST-6,0,0,0,0,0.00K,EF0,1.25,25,28.87,-96.98
Texas,Southwest,Deaf Smith County,6,48,117,28-May-13 17:45:00,CST-6,0,0,0,0,0.00K,EF0,2.14,75,34.79,-102.96
Texas,Southwest,Deaf Smith County,6,48,117,28-May-13 20:06:00,CST-6,0,0,0,0,0.00K,EF0,2.06,150,34.99,-102.92
Texas,Southwest,Briscoe County,6,48,45,29-May-13 14:30:00,CST-6,0,0,0,0,5.00K,EF0,0.68,50,,
Texas,Southwest,Hall County,6,48,191,29-May-13 14:44:00,CST-6,0,0,0,0,0.00K,EF0,0.56,50,,
Texas,Southwest,Nueces County,6,48,355,02-Jun-13 09:50:00,CST-6,0,0,0,0,0.00K,EF0,0.21,10,27.68,-97.53
Texas,Southwest,Uvalde County,6,48,463,14-Jun-13 08:50:00,CST-6,0,0,0,0,25.00K,EF0,1.9,50,29.33,-99.73
Texas,Southwest,Hockley County,6,48,219,19-Jun-13 16:32:00,CST-6,0,0,0,0,50.00K,EF2,5.2,350,33.48,-102.56
Texas,Southwest,Lubbock County,6,48,303,01-Aug-13 15:42:00,CST-6,0,0,0,0,0.00K,EF0,0.74,25,,
Texas,Southwest,Lubbock County,6,48,303,01-Aug-13 15:46:00,CST-6,0,0,0,0,0.00K,EF0,0.43,25,,
Texas,Southwest,Lubbock County,6,48,303,07-Aug-13 15:48:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,,
Texas,Southwest,Sherman County,6,48,421,14-Aug-13 16:45:00,CST-6,0,0,0,0,0.00K,EF0,1,50,36.34,-101.82
Texas,Southwest,Hutchinson County,6,48,233,14-Aug-13 17:40:00,CST-6,0,0,0,0,0.00K,EF0,0.11,40,35.95,-101.57
Texas,Southwest,Hale County,6,48,189,14-Aug-13 21:58:00,CST-6,0,0,0,0,250.00K,EF0,0.07,25,,
Texas,Southwest,Denton County,6,48,121,12-Oct-13 13:35:00,CST-6,0,0,0,0,0.00K,EF0,0.01,20,33.36,-97.1
Texas,Southwest,Kleberg County,6,48,273,18-Oct-13 17:51:00,CST-6,0,0,0,0,0.00K,EF0,0.2,25,27.54,-97.77
Texas,Southwest,Kleberg County,6,48,273,21-Oct-13 16:08:00,CST-6,0,0,0,0,0.00K,EF0,0.18,25,27.43,-97.8
Texas,Southwest,Jasper County,6,48,241,31-Oct-13 06:00:00,CST-6,0,0,0,0,50.00K,EF1,1.26,50,30.84,-93.98
Texas,Southwest,Orange County,6,48,361,31-Oct-13 08:39:00,CST-6,0,0,0,0,100.00K,EF1,5.93,200,30.04,-93.87
Texas,Southwest,Tyler County,6,48,457,21-Dec-13 13:58:00,CST-6,0,0,0,0,20.00K,EF1,0.87,25,30.74,-94.5
Texas,Southwest,Tyler County,6,48,457,21-Dec-13 14:22:00,CST-6,0,0,0,0,75.00K,EF1,1.48,25,30.79,-94.2
Texas,Southwest,Jasper County,6,48,241,21-Dec-13 14:50:00,CST-6,0,0,0,0,40.00K,EF1,0.4,25,30.7,-94.02
Colorado,Rocky Mountains,Kit Carson County,7,8,63,08-Apr-13 17:17:00,MST-7,0,0,0,0,0.00K,EF0,0.1,10,39.57,-102.1
Colorado,Rocky Mountains,Washington County,7,8,121,08-Apr-13 18:24:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.16,-103.4
Colorado,Rocky Mountains,Washington County,7,8,121,08-Apr-13 18:42:00,MST-7,0,0,0,0,0.00K,EF0,0.2,50,39.96,-103.32
Colorado,Rocky Mountains,Washington County,7,8,121,08-Apr-13 19:51:00,MST-7,0,0,0,0,0.00K,EF0,0.1,50,40.16,-103.36
Colorado,Rocky Mountains,Prowers County,7,8,99,08-May-13 12:54:00,MST-7,0,0,0,0,0.00K,EF0,0.1,75,38.1,-102.43
Colorado,Rocky Mountains,Alamosa County,7,8,3,20-May-13 15:53:00,MST-7,0,0,0,0,0.00K,EF0,0.1,75,37.68,-106.01
Colorado,Rocky Mountains,Cheyenne County,7,8,17,27-May-13 14:38:00,MST-7,0,0,0,0,0.00K,EF0,0.25,50,38.94,-102.17
Colorado,Rocky Mountains,Cheyenne County,7,8,17,27-May-13 14:49:00,MST-7,0,0,0,0,0.00K,EF0,0.25,50,38.94,-102.17
Colorado,Rocky Mountains,Cheyenne County,7,8,17,27-May-13 15:37:00,MST-7,0,0,0,0,0.00K,EF0,0.25,50,38.92,-102.35
Colorado,Rocky Mountains,Rio Blanco County,7,8,103,29-May-13 08:50:00,MST-7,0,0,0,0,0.00K,EF0,1,40,40.2,-108.33
